checkpoint_path,eval_average_episode_reward,eval_average_episode_turns,eval_average_final_placement_score,eval_average_final_vp,eval_average_first_place_rate,eval_episodes_evaluated,eval_steps_evaluated,eval_truncation_count,eval_winner_counts,param_allow_domestic_trade,param_checkpoint_dir,param_clip_epsilon,param_device,param_entropy_coef,param_gae_lambda,param_gamma,param_learning_rate,param_max_grad_norm,param_max_turns,param_minibatch_size,param_normalize_advantages,param_num_players,param_reward_config.placement_rewards.1,param_reward_config.placement_rewards.2,param_reward_config.placement_rewards.3,param_reward_config.placement_rewards.4,param_reward_config.weights.cards_gained,param_reward_config.weights.cards_stolen,param_reward_config.weights.cities_built,param_reward_config.weights.dev_cards_bought,param_reward_config.weights.dev_cards_played,param_reward_config.weights.final_vp,param_reward_config.weights.moves_taken,param_reward_config.weights.placement_score,param_reward_config.weights.resources_discarded,param_reward_config.weights.roads_built,param_reward_config.weights.robber_steals,param_reward_config.weights.settlements_built,param_reward_config.weights.truncation,param_reward_config.weights.turn_penalty,param_reward_config.weights.vp_gain,param_reward_config.weights.win,param_rollout_episodes,param_run_eval_episodes,param_seed,param_update_epochs,param_value_coef,resume_checkpoint,resumed_update_step,session_name,session_path,train_average_episode_reward,train_average_episode_turns,train_average_final_placement_score,train_average_final_vp,train_average_first_place_rate,train_entropy,train_episodes_collected,train_explained_variance,train_policy_loss,train_steps_collected,train_total_loss,train_truncation_count,train_value_loss,train_winner_counts,update,updates_requested
training_runs/training_session_001_20260409_141409/checkpoints/checkpoint_0002.pt,1.0,1000.0,1.0,2.0,0.0,2,4785,2,"{""none"": 2}",False,training_runs/training_session_001_20260409_141409/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,8,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,2,7,1,0.5,/tmp/catan_resume_test/training_session_001_20260409_135900/checkpoints/checkpoint_0001.pt,1,training_session_001_20260409_141409,training_runs/training_session_001_20260409_141409,1.0,208.5,0.46875,5.625,1.0,0.8402049721218645,2,0.07003980875015259,-3.8798898458480835e-06,1278,-0.002512532047694549,0,0.011786795572857046,"{""0"": 1, ""1"": 1}",2,3
training_runs/training_session_001_20260409_141409/checkpoints/checkpoint_0003.pt,1.0,1000.0,1.0,2.0,0.0,2,4762,2,"{""none"": 2}",False,training_runs/training_session_001_20260409_141409/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,8,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,2,7,1,0.5,/tmp/catan_resume_test/training_session_001_20260409_135900/checkpoints/checkpoint_0001.pt,1,training_session_001_20260409_141409,training_runs/training_session_001_20260409_141409,1.0,258.0,0.4375,5.875,1.0,0.8676519545942846,2,0.15650033950805664,0.0004595257341861725,1584,-0.0038845834152942352,0,0.008664820242678744,"{""0"": 2}",3,3
training_runs/training_session_001_20260409_141409/checkpoints/checkpoint_0004.pt,0.625,1000.0,0.5,3.625,0.0,2,5333,2,"{""none"": 2}",False,training_runs/training_session_001_20260409_141409/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,8,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,2,7,1,0.5,/tmp/catan_resume_test/training_session_001_20260409_135900/checkpoints/checkpoint_0001.pt,1,training_session_001_20260409_141409,training_runs/training_session_001_20260409_141409,1.0,305.5,0.46875,5.5,1.0,0.6877131764259603,2,0.18988418579101562,0.0005776714619801,1721,-0.002244877798215452,0,0.008109165220444251,"{""1"": 1, ""2"": 1}",4,3
training_runs/training_session_002_20260409_142708/checkpoints/checkpoint_0001.pt,1.0,10.0,1.0,2.0,0.0,1,38,1,"{""none"": 1}",False,training_runs/training_session_002_20260409_142708/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,10,8,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1,1,7,1,0.5,,0,training_session_002_20260409_142708,training_runs/training_session_002_20260409_142708,1.0,10.0,1.0,2.0,0.0,1.2206710527340572,1,0.020079433917999268,-0.0017567418205241363,43,0.06097379125033816,1,0.14987448727091154,"{""none"": 1}",1,1
training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0002.pt,1.0,258.5,0.5,4.625,1.0,2,1447,0,"{""0"": 1, ""1"": 1}",False,training_runs/training_session_003_20260409_143032/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,8,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,2,7,1,0.5,training_runs/training_session_002_20260409_142708/checkpoints/checkpoint_0001.pt,1,training_session_003_20260409_143032,training_runs/training_session_003_20260409_143032,1.0,351.5,0.4375,6.375,1.0,0.7772995066608637,2,0.022031664848327637,0.0007306210597166578,2090,-0.003972181225664743,0,0.00614038371313151,"{""1"": 1, ""2"": 1}",2,3
training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0003.pt,0.75,1000.0,0.75,2.875,0.0,2,5255,2,"{""none"": 2}",False,training_runs/training_session_003_20260409_143032/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,8,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,2,7,1,0.5,training_runs/training_session_002_20260409_142708/checkpoints/checkpoint_0001.pt,1,training_session_003_20260409_143032,training_runs/training_session_003_20260409_143032,1.0,281.5,0.5,6.125,1.0,0.8252274071977984,2,0.09342199563980103,0.0005248888451520199,1733,-0.004322708369777774,0,0.006809348324027835,"{""1"": 1, ""2"": 1}",3,3
training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,1.0,505.5,0.4375,6.875,1.0,2,3092,0,"{""0"": 1, ""3"": 1}",False,training_runs/training_session_003_20260409_143032/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,8,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2,2,7,1,0.5,training_runs/training_session_002_20260409_142708/checkpoints/checkpoint_0001.pt,1,training_session_003_20260409_143032,training_runs/training_session_003_20260409_143032,1.0,342.0,0.4375,7.0,1.0,0.8424760747923336,2,0.257834255695343,1.5349940521948373e-05,2142,-0.005825500330651429,0,0.005167818397307771,"{""1"": 1, ""3"": 1}",4,3
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0005.pt,0.3125,828.25,0.453125,5.1875,0.25,4,9607,3,"{""1"": 1, ""none"": 3}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,290.75,0.453125,5.96875,1.0,0.7757430546981399,8,0.5069348812103271,-0.0002915623108534494,6934,-0.005321127423707585,0,0.005455730211411921,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 2}",5,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0006.pt,0.75,833.0,0.484375,4.375,0.25,4,8093,3,"{""0"": 1, ""none"": 3}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,332.25,0.4453125,6.21875,1.0,0.7680120548053134,8,0.8564056158065796,-0.0026632998750785427,7906,-0.008624418263113307,0,0.0034380050025110023,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 3}",6,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0007.pt,0.75,987.0,0.609375,4.25,0.25,4,9520,3,"{""0"": 1, ""none"": 3}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,0.875,303.625,0.453125,6.03125,1.0,0.7992112763128426,8,0.8777480125427246,-0.0028478073934296464,7308,-0.009522266814070368,0,0.002635305774841441,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 2}",7,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0008.pt,0.875,668.75,0.5,4.3125,0.75,4,7034,1,"{""1"": 3, ""none"": 1}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,338.375,0.4375,6.28125,1.0,0.7875577901663046,8,0.921582818031311,-0.0020642008654508195,8065,-0.00854859778955726,0,0.002782360473114527,"{""0"": 2, ""2"": 3, ""3"": 3}",8,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0009.pt,0.8125,716.25,0.46875,5.4375,0.5,4,8053,2,"{""2"": 1, ""3"": 1, ""none"": 2}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,205.125,0.4453125,5.40625,1.0,0.7731676000085744,8,0.8708508610725403,-0.0008378405964558388,4901,-0.0061626658947267505,0,0.004813700741082853,"{""0"": 1, ""1"": 2, ""2"": 4, ""3"": 1}",9,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0010.pt,1.0,727.25,0.453125,5.8125,0.5,4,7652,2,"{""2"": 1, ""3"": 1, ""none"": 2}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,216.25,0.4453125,5.78125,1.0,0.7838419739819743,8,0.9304160475730896,0.00010786543063179482,5197,-0.0061019968749966725,0,0.0032571143686929947,"{""0"": 2, ""1"": 3, ""2"": 2, ""3"": 1}",10,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0011.pt,1.0,933.5,0.484375,4.9375,0.25,4,9273,3,"{""2"": 1, ""none"": 3}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,215.25,0.4375,5.9375,1.0,0.7463228485119417,8,0.9555388689041138,-1.3758987041904866e-05,5066,-0.005999288422131688,0,0.0029553982940971604,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 3}",11,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0012.pt,0.8125,1000.0,0.53125,4.0625,0.0,4,9789,4,"{""none"": 4}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,287.125,0.4375,6.3125,1.0,0.7674024065749513,8,0.9785853624343872,-0.0005531773980086049,6893,-0.0072313923619394364,0,0.001991618455543142,"{""1"": 5, ""2"": 1, ""3"": 2}",12,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0013.pt,1.0,763.25,0.578125,4.375,0.5,4,7545,2,"{""2"": 1, ""3"": 1, ""none"": 2}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,232.25,0.4453125,5.9375,1.0,0.8077418866117348,8,0.9697651863098145,-0.0020887102065817193,5688,-0.008752373792754297,0,0.002827509833919015,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 2}",13,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0014.pt,0.625,520.75,0.53125,4.1875,0.75,4,5183,1,"{""0"": 1, ""1"": 1, ""2"": 1, ""none"": 1}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,212.625,0.4921875,5.3125,1.0,0.7382455861112874,8,0.9693766236305237,-0.0005034377125898602,4993,-0.006664330517549875,0,0.002443126132293053,"{""1"": 3, ""2"": 1, ""3"": 4}",14,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0015.pt,1.0,674.75,0.4375,6.1875,0.75,4,7186,1,"{""1"": 1, ""3"": 2, ""none"": 1}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,205.5,0.453125,6.3125,1.0,0.8023355652572243,8,0.9841704964637756,-0.001441021298598142,5004,-0.00850452292431739,0,0.0019197067971397665,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",15,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0016.pt,0.875,816.5,0.59375,4.8125,0.5,4,8254,2,"{""0"": 1, ""2"": 1, ""none"": 2}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,283.125,0.4453125,5.8125,1.0,0.7269097720295334,8,0.9851205348968506,0.0006113059454314086,6602,-0.0059350796734491265,0,0.0014454240027470919,"{""0"": 3, ""1"": 2, ""2"": 2, ""3"": 1}",16,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0017.pt,1.0,469.75,0.5,4.625,0.75,4,4668,1,"{""1"": 1, ""3"": 2, ""none"": 1}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,216.5,0.453125,5.84375,1.0,0.7774626996861883,8,0.9845672249794006,-0.00017839974403964826,5288,-0.007125446234874606,0,0.001655160506162652,"{""0"": 2, ""1"": 4, ""2"": 2}",17,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0018.pt,0.6875,878.75,0.5,3.9375,0.25,4,8703,3,"{""3"": 1, ""none"": 3}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,271.625,0.4453125,6.21875,1.0,0.7292856148364556,8,0.9824830889701843,-0.00034250143328073187,6350,-0.006772953640182863,0,0.0017248085637014692,"{""0"": 2, ""1"": 3, ""2"": 3}",18,20
training_runs/training_session_005_20260409_152759/checkpoints/checkpoint_0019.pt,1.0,674.0,0.453125,5.0625,0.5,4,6923,2,"{""2"": 2, ""none"": 2}",False,training_runs/training_session_005_20260409_152759/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,32,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8,4,7,2,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_005_20260409_152759,training_runs/training_session_005_20260409_152759,1.0,218.125,0.4453125,6.0625,1.0,0.7825579751216009,8,0.9630386829376221,-0.0010323812934140602,5313,-0.007684245706301651,0,0.002347429391435496,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 2}",19,20
training_runs/training_session_006_20260409_162036/checkpoints/checkpoint_0005.pt,0.5625,677.125,0.46875,5.4375,0.5,8,16319,4,"{""0"": 1, ""1"": 2, ""3"": 1, ""none"": 4}",False,training_runs/training_session_006_20260409_162036/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4,8,7,1,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_006_20260409_162036,training_runs/training_session_006_20260409_162036,1.0,356.25,0.453125,5.75,1.0,0.720612644314996,4,0.32291537523269653,9.728204566827151e-05,4142,-0.004549202262909371,0,0.0051192837161712955,"{""0"": 2, ""2"": 1, ""3"": 1}",5,5
training_runs/training_session_006_20260409_162036/checkpoints/checkpoint_0006.pt,0.5625,863.0,0.4453125,5.84375,0.25,8,19794,6,"{""0"": 2, ""none"": 6}",False,training_runs/training_session_006_20260409_162036/checkpoints,0.2,cpu,0.01,0.95,0.99,0.0003,0.5,1000,16,True,4,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4,8,7,1,0.5,training_runs/training_session_003_20260409_143032/checkpoints/checkpoint_0004.pt,4,training_session_006_20260409_162036,training_runs/training_session_006_20260409_162036,1.0,323.75,0.484375,5.8125,1.0,0.8255592958927155,4,0.47148948907852173,0.00037102796137332915,3991,-0.0051310886833816766,0,0.005506951029150514,"{""0"": 1, ""2"": 2, ""3"": 1}",6,5
